,date,tic,open,high,low,close,volume,avgvol_50,sma_10,sma_50,sma_100,sma_200,wma_50,rsi_14,volatility_30,volatility_100,stddev_30,dmi_14,adx_14,macd,atr_14
243,1986-01-28,PFE.US,47.01,47.01,44.9964,0.7124,14582400.0,14281391.5862,0.695,0.7315,0.7,0.6959,0.722,50.5973,0.0007,0.0017,0.0292923500079907,10.3371,23.064,-0.012,1.2536
247,1986-01-29,ABT.US,66.2489,68.5015,64.2493,0.8328,10742683.0,7423572.0,0.8094,0.7975,0.7454,0.706,0.8099,57.4127,0.0003,0.0036,0.0188984547540684,11.043,21.9995,0.002,1.7732
255,1986-01-29,MRK.US,135.8736,137.2507,135.5001,1.1172,5568653.0,7092863.96,1.1213,1.0952,1.0081,0.9496,1.1147,52.0426,0.0003,0.0092,0.0166907621174838,4.9285,21.8908,0.0057,1.799
256,1986-01-29,PFE.US,46.7724,47.6016,46.6548,0.7088,21686399.0,14489711.5802,0.6959,0.7314,0.7002,0.6964,0.7211,49.3545,0.0006,0.0017,0.0256915393176003,3.5986,21.6736,-0.0102,1.2316
260,1986-01-30,ABT.US,67.999,67.999,67.2505,0.8267,7545541.0,7474041.94,0.8088,0.799,0.7469,0.7071,0.8111,55.3018,0.0003,0.0036,0.0177691539017763,11.043,21.2169,0.0031,1.7
268,1986-01-30,MRK.US,136.2509,136.3754,134.9983,1.1121,4383994.0,7070151.72,1.1198,1.0976,1.01,0.951,1.1154,49.045,0.0003,0.0092,0.016760017583107,8.9608,20.9672,0.0046,1.7688
269,1986-01-30,PFE.US,45.1152,46.8912,44.6412,0.6837,41071199.0,15038447.5644,0.6928,0.7306,0.7001,0.6967,0.7192,41.6694,0.0005,0.0017,0.0239044651631165,21.2315,21.642,-0.0108,1.3044
273,1986-01-31,ABT.US,67.3752,69.0006,67.2505,0.842,9623505.0,7554879.38,0.8119,0.8007,0.7483,0.7082,0.8128,59.3399,0.0003,0.0036,0.0173522968518688,17.8459,20.9761,0.0051,1.7036
281,1986-01-31,MRK.US,135.6246,138.0015,135.6246,1.1306,7364506.0,7162057.14,1.1203,1.1004,1.012,0.9526,1.1167,58.4044,0.0003,0.0093,0.0167801062780112,5.0877,19.833,0.0052,1.83
282,1986-01-31,PFE.US,45.8256,46.062,44.76,0.6945,22739999.0,15288815.5572,0.6905,0.7301,0.7001,0.697,0.7178,45.5949,0.0005,0.0017,0.0227699205531753,21.2315,21.6127,-0.0102,1.3042
286,1986-02-03,ABT.US,68.8758,69.2501,67.3752,0.8482,8507892.0,7635075.26,0.8151,0.8023,0.75,0.7094,0.8146,60.8822,0.0003,0.0037,0.0181245953702726,19.4974,20.8705,0.0071,1.7158
294,1986-02-03,MRK.US,137.8732,141.2499,137.4997,1.1563,9816826.0,7299160.7,1.1228,1.1037,1.0143,0.9542,1.1189,67.3707,0.0003,0.0094,0.0176076353932468,25.6974,20.2519,0.0076,1.9672
295,1986-02-03,PFE.US,46.4172,46.4172,45.5892,0.7034,12163200.0,15435647.553,0.6903,0.7297,0.7003,0.6973,0.7167,48.6611,0.0004,0.0017,0.0217749409668614,16.8586,21.2731,-0.0089,1.2702
299,1986-02-04,ABT.US,69.3747,69.6242,68.2484,0.8451,7470692.0,7633578.28,0.818,0.8039,0.7517,0.7105,0.8163,59.6636,0.0004,0.0037,0.0186803190127554,22.0285,20.9532,0.0084,1.6915
307,1986-02-04,MRK.US,142.0006,143.4984,140.7518,1.1768,8247341.0,7327305.8,1.1276,1.1069,1.0169,0.9559,1.1217,72.4687,0.0004,0.0096,0.0198834360757113,36.0489,21.3802,0.0111,2.0229
308,1986-02-04,PFE.US,46.4172,46.8912,46.062,0.7034,13464000.0,15483695.5516,0.6921,0.729,0.7006,0.6976,0.7157,48.6611,0.0003,0.0016,0.0198152980139036,11.0995,20.5464,-0.0078,1.2387
312,1986-02-05,ABT.US,69.2501,69.2501,68.5015,0.8451,6476263.0,7699730.98,0.822,0.8057,0.7534,0.7117,0.8179,59.6636,0.0004,0.0038,0.0191787766415154,22.0285,21.03,0.0092,1.6242
320,1986-02-05,MRK.US,142.8759,143.2494,141.6234,1.1737,5591290.0,7242644.18,1.133,1.1098,1.0195,0.9577,1.1244,70.6706,0.0004,0.0097,0.0213474663231568,36.0489,22.428,0.0134,1.9945
321,1986-02-05,PFE.US,46.1808,46.4172,45.7068,0.6999,10713600.0,15272591.5578,0.6943,0.7285,0.701,0.6979,0.7146,47.4417,0.0003,0.0016,0.0176522082997113,14.5,20.1145,-0.0072,1.201
325,1986-02-06,ABT.US,69.2501,69.3747,67.999,0.8405,8775211.0,7842800.42,0.8266,0.8075,0.7551,0.7128,0.8193,57.6769,0.0004,0.0038,0.019176211199362,16.3308,20.6944,0.0095,1.6064
333,1986-02-06,MRK.US,142.7514,144.0002,141.4989,1.1655,5512061.0,7284748.64,1.1377,1.1127,1.0221,0.9593,1.1265,66.0052,0.0004,0.0098,0.0212211353817051,39.3225,23.6347,0.0145,2.0307
334,1986-02-06,PFE.US,46.4172,46.4172,45.5892,0.7034,15223200.0,15443759.5528,0.6966,0.7281,0.7015,0.6982,0.7136,48.8228,0.0003,0.0016,0.0175649945134652,15.6503,19.7957,-0.0063,1.1743
338,1986-02-07,ABT.US,68.7509,69.2501,67.3752,0.839,9213615.0,7932904.94,0.8312,0.8091,0.7569,0.7139,0.8205,57.0103,0.0003,0.0037,0.0187146272651436,9.4959,19.8945,0.0094,1.6256
346,1986-02-07,MRK.US,140.4991,142.4987,140.1256,1.1706,6628810.0,7295010.66,1.1435,1.1154,1.0247,0.961,1.1288,67.4447,0.0004,0.0099,0.0209525344355185,26.5609,23.8438,0.0155,2.0552
347,1986-02-07,PFE.US,47.2464,47.3652,45.5892,0.716,21527999.0,15653855.5468,0.7007,0.7276,0.7021,0.6985,0.7131,53.5547,0.0003,0.0016,0.0175016883383583,3.5547,18.6356,-0.0045,1.2173
351,1986-02-10,ABT.US,68.8758,69.1253,68.6263,0.8436,5499655.0,7954860.78,0.8374,0.8107,0.7588,0.715,0.8219,58.5909,0.0003,0.0037,0.0183401261971721,9.4959,19.1517,0.0096,1.5541
359,1986-02-10,MRK.US,142.8759,143.2494,142.2497,1.1758,3836938.0,7094599.54,1.1497,1.1176,1.0275,0.9627,1.1312,68.8911,0.0004,0.0099,0.0211252289115663,30.3183,24.3062,0.0166,1.9798
360,1986-02-10,PFE.US,47.7204,48.0756,47.3652,0.7232,14611200.0,15605231.5482,0.7049,0.7268,0.703,0.699,0.7129,56.0551,0.0003,0.0015,0.0175483621916331,4.5054,17.6263,-0.0025,1.1896
364,1986-02-11,ABT.US,68.2484,68.3733,67.6246,0.8344,9954982.0,8100924.22,0.8397,0.8122,0.7605,0.7162,0.8228,54.2915,0.0003,0.0037,0.0177613951932036,1.3035,17.8768,0.0089,1.5324
372,1986-02-11,MRK.US,143.3739,143.4984,142.7514,1.1768,3304973.0,7022388.16,1.1555,1.1199,1.0304,0.9644,1.1335,69.1748,0.0005,0.0099,0.0219991031886078,31.569,24.825,0.0173,1.8917
373,1986-02-11,PFE.US,48.312,48.786,47.8392,0.7322,13840800.0,15711743.5452,0.7068,0.7261,0.7039,0.6994,0.7131,59.0246,0.0003,0.0015,0.0176940079923839,11.8908,17.2166,-0.0002,1.1807
377,1986-02-12,ABT.US,67.8743,67.999,67.001,0.8237,6682990.0,8190458.46,0.8388,0.8137,0.7619,0.7173,0.8233,49.7216,0.0003,0.0036,0.0175848979762928,7.4248,17.1303,0.0075,1.5032
385,1986-02-12,MRK.US,143.4984,143.8757,142.4987,1.1768,4168944.0,6987150.2,1.1615,1.1224,1.0333,0.9662,1.1357,69.1748,0.0005,0.0099,0.0228519412191128,33.5161,25.4458,0.0176,1.855
386,1986-02-12,PFE.US,47.7204,48.6672,47.3652,0.7232,15098400.0,15871487.5406,0.7083,0.7256,0.7047,0.6999,0.713,55.0207,0.0003,0.0015,0.0176940079923839,6.0002,16.4154,0.0009,1.1894
390,1986-02-13,ABT.US,67.2505,67.6246,66.1242,0.816,6750711.0,8287406.38,0.8378,0.8151,0.7634,0.7183,0.8234,46.6767,0.0003,0.0036,0.0176251912706132,15.3724,17.0047,0.0056,1.503
398,1986-02-13,MRK.US,143.8757,144.0002,141.4989,1.1809,7730467.0,7067661.74,1.1684,1.1248,1.0363,0.968,1.138,70.4557,0.0006,0.0099,0.0238722924654217,23.4887,25.306,0.0181,1.9011
399,1986-02-13,PFE.US,47.6016,47.8392,47.1288,0.7214,8054400.0,15934511.5388,0.7121,0.725,0.7054,0.7003,0.7129,54.2284,0.0003,0.0015,0.0175374823803593,3.0853,15.4633,0.0017,1.1552
403,1986-02-14,ABT.US,66.4983,66.6267,66.1242,0.816,7506334.0,8317702.6,0.8352,0.8162,0.7646,0.7194,0.8234,46.6767,0.0003,0.0036,0.0176952353122964,15.3724,16.8881,0.0041,1.4315
411,1986-02-14,MRK.US,143.4984,144.3737,142.6232,1.1829,9635731.0,7154285.22,1.1736,1.1271,1.0392,0.9699,1.1403,71.0868,0.0006,0.0099,0.0249611540029127,25.7327,25.3365,0.0183,1.8904
412,1986-02-14,PFE.US,48.786,48.786,47.3652,0.7393,12331200.0,15910703.5394,0.7165,0.7243,0.706,0.7009,0.7134,60.344,0.0003,0.0015,0.0183120744526562,13.3612,15.3131,0.0036,1.1741
416,1986-02-18,ABT.US,66.7516,67.999,66.2489,0.8328,12414322.0,8449508.98,0.8336,0.8178,0.7661,0.7205,0.824,53.8309,0.0003,0.0035,0.0176923959397671,0.1825,15.6949,0.0042,1.4543
424,1986-02-18,MRK.US,144.3737,147.2486,143.1249,1.2096,6741994.0,7080338.34,1.1789,1.1297,1.0424,0.972,1.1435,77.8804,0.0008,0.01,0.0275908258893608,40.2569,26.4022,0.0205,2.0499
425,1986-02-18,PFE.US,49.6152,49.6152,48.312,0.7519,15384000.0,15816527.542,0.7214,0.7241,0.7068,0.7015,0.7145,63.9912,0.0004,0.0015,0.0196866826424651,21.2378,15.7363,0.0061,1.1834
429,1986-02-19,ABT.US,67.7495,67.999,66.7516,0.8175,10774762.0,8574186.84,0.8309,0.8192,0.7674,0.7215,0.824,47.5712,0.0003,0.0035,0.0176813616983773,0.1825,14.5868,0.003,1.4395
437,1986-02-19,MRK.US,147.1241,149.999,146.8751,1.2158,6560899.0,7046835.88,1.1828,1.1327,1.0457,0.9741,1.1469,79.108,0.0009,0.01,0.0302951725822746,50.2758,28.1075,0.0224,2.1266
438,1986-02-19,PFE.US,49.1412,49.8516,48.9048,0.7447,9300000.0,15778991.543,0.7255,0.7241,0.7076,0.702,0.7153,60.5635,0.0004,0.0015,0.0205080076236319,23.3765,16.2821,0.0074,1.1665
442,1986-02-20,ABT.US,66.8762,67.001,65.9994,0.8206,9128073.0,8613536.28,0.8284,0.8206,0.7688,0.7225,0.8241,48.8686,0.0003,0.0035,0.0165367273266622,7.7261,14.0968,0.0023,1.4082
450,1986-02-20,MRK.US,147.5014,150.5008,146.7506,1.2353,5564880.0,7025859.12,1.189,1.1358,1.0492,0.9762,1.1509,82.4137,0.0012,0.0101,0.0340698844132674,51.862,29.8042,0.0252,2.2426
451,1986-02-20,PFE.US,49.26,49.3776,48.6672,0.7465,12007200.0,15787727.5428,0.7302,0.724,0.7083,0.7025,0.7162,61.1241,0.0004,0.0015,0.0205080076236319,19.8538,16.5372,0.0085,1.1339
455,1986-02-21,ABT.US,67.001,67.7495,66.4983,0.8206,12735105.0,8706064.5,0.8264,0.8216,0.7702,0.7235,0.8241,48.8686,0.0003,0.0034,0.0164948155068681,0.6763,13.1382,0.0017,1.397
463,1986-02-21,MRK.US,151.3761,152.5003,147.9994,1.2528,13865040.0,7166735.48,1.1977,1.1391,1.0529,0.9785,1.1555,84.7464,0.0015,0.0102,0.0387094206980734,57.6579,31.7938,0.0285,2.4039
464,1986-02-21,PFE.US,49.3776,49.8516,49.3776,0.7483,10934400.0,15831599.5414,0.7347,0.7238,0.709,0.703,0.7172,61.7104,0.0005,0.0015,0.0209721588399952,24.486,17.105,0.0094,1.0952
468,1986-02-24,ABT.US,66.7516,66.8762,66.3737,0.816,5941623.0,8635349.54,0.8241,0.8222,0.7714,0.7244,0.8239,46.8725,0.0003,0.0034,0.0162198174030069,0.712,12.2506,0.0008,1.342
476,1986-02-24,MRK.US,152.2513,152.5003,150.7498,1.2425,7798378.0,7157907.14,1.2049,1.1419,1.0565,0.9807,1.1596,78.174,0.0017,0.0103,0.0414410567706026,57.6579,33.6412,0.03,2.3572
477,1986-02-24,PFE.US,49.9704,50.4432,49.26,0.7573,12384000.0,15904847.5392,0.7388,0.7235,0.7095,0.7035,0.7185,64.5858,0.0005,0.0015,0.0225035578179118,29.9295,18.021,0.0108,1.1014
481,1986-02-25,ABT.US,66.8762,67.001,66.2489,0.8114,9598555.0,8601061.34,0.8209,0.8223,0.7726,0.7253,0.8234,44.8975,0.0003,0.0033,0.0163323303789979,0.764,11.4301,-0.0002,1.2999
489,1986-02-25,MRK.US,150.9988,151.7496,149.75,1.2384,5214010.0,7153455.24,1.2112,1.1448,1.0601,0.9828,1.1634,75.6587,0.0019,0.0103,0.043149204634175,47.3683,34.6217,0.0305,2.3317
490,1986-02-25,PFE.US,49.6152,50.2068,49.3776,0.7519,13473600.0,15944543.538,0.7417,0.723,0.7103,0.704,0.7196,61.5969,0.0006,0.0015,0.0235104227777457,29.9295,18.8716,0.0112,1.082
494,1986-02-26,ABT.US,66.3737,67.001,66.1242,0.816,15130289.0,8570479.98,0.8191,0.8222,0.774,0.7262,0.8232,47.2893,0.0003,0.0033,0.0163773987050896,0.8005,10.6709,-0.0007,1.2697
502,1986-02-26,MRK.US,150.6253,151.8741,149.501,1.2374,6749539.0,7154209.8,1.2172,1.1475,1.0638,0.9849,1.167,75.0246,0.002,0.0102,0.0447116133267982,44.833,35.3511,0.0304,2.3346
503,1986-02-26,PFE.US,48.9048,49.7328,48.786,0.7411,11376000.0,15951983.5378,0.7426,0.7218,0.7109,0.7043,0.7203,56.0135,0.0006,0.0015,0.0240038286054771,19.9052,18.9454,0.0106,1.0723
507,1986-02-27,ABT.US,67.001,68.7509,67.001,0.839,18266839.0,8598922.78,0.8206,0.8218,0.7757,0.7272,0.8238,57.2752,0.0003,0.0032,0.0164975790485786,18.3564,11.2198,0.0008,1.3307
515,1986-02-27,MRK.US,150.3763,155.0017,149.1237,1.2603,8994355.0,7149456.06,1.2256,1.1502,1.0677,0.987,1.1714,79.3024,0.0022,0.0102,0.047216156029674,55.2474,36.7723,0.0318,2.5877
516,1986-02-27,PFE.US,49.4964,49.9704,48.4308,0.7501,20481599.0,15955151.5378,0.7452,0.7212,0.7117,0.7047,0.7214,59.3225,0.0006,0.0015,0.0247623774744951,14.2078,18.607,0.0107,1.1057
520,1986-02-28,ABT.US,69.4996,70.8754,69.1253,0.865,16220953.0,8748550.46,0.8255,0.8222,0.7777,0.7284,0.8255,65.2822,0.0003,0.0031,0.0178700325829621,34.6056,12.8902,0.0041,1.4052
528,1986-02-28,MRK.US,152.6249,152.8739,150.3763,1.2448,5700701.0,7118594.56,1.232,1.1528,1.0713,0.9891,1.1751,70.5004,0.0024,0.0102,0.0483756599387101,55.2474,38.0919,0.0314,2.5813
529,1986-02-28,PFE.US,52.4568,53.1672,49.8516,0.795,42177599.0,16457615.5232,0.7526,0.7219,0.7131,0.7053,0.7243,71.0309,0.0008,0.0015,0.0282326321700754,41.2597,20.2251,0.0143,1.2889
533,1986-03-03,ABT.US,70.6259,70.8754,70.3764,0.8681,5314313.0,8683395.76,0.8307,0.8234,0.7799,0.7296,0.8273,66.098,0.0004,0.003,0.0194318275238257,34.6056,14.4413,0.0068,1.3405
541,1986-03-03,MRK.US,149.501,150.6253,148.7502,1.2334,5764838.0,7087883.96,1.237,1.1554,1.0747,0.9911,1.1783,64.8034,0.0024,0.0101,0.0488559747043082,39.3815,38.184,0.0297,2.5309
542,1986-03-03,PFE.US,52.1016,52.6932,51.8652,0.7896,18093599.0,16605647.519,0.7576,0.7226,0.7144,0.7058,0.7269,68.478,0.001,0.0016,0.0308409005160517,41.2597,21.7275,0.0165,1.256
546,1986-03-04,ABT.US,71.0,72.376,70.8754,0.8788,11184652.0,8557648.62,0.8353,0.8247,0.7821,0.7309,0.8295,68.8214,0.0005,0.003,0.0214094302697317,43.7727,16.5364,0.0097,1.3519
554,1986-03-04,MRK.US,149.2482,151.2516,148.1239,1.2273,5961024.0,7091505.84,1.2388,1.1576,1.0781,0.9931,1.1811,61.9201,0.0024,0.01,0.0488180158143907,33.7135,37.8647,0.0276,2.5735
555,1986-03-04,PFE.US,51.3912,52.5756,50.6808,0.7788,15072000.0,16644815.5178,0.7603,0.723,0.7157,0.7063,0.7291,63.558,0.0011,0.0016,0.0324497860705579,24.4044,21.9187,0.0171,1.3016
559,1986-03-05,ABT.US,71.4992,73.4985,71.4992,0.8941,8971246.0,8419711.72,0.843,0.8264,0.7844,0.7321,0.8322,72.2536,0.0006,0.003,0.0242953518333774,49.478,18.8894,0.0131,1.3982
567,1986-03-05,MRK.US,148.5012,148.5012,146.2488,1.2138,6998544.0,6922937.14,1.2386,1.1598,1.0814,0.995,1.1833,55.9833,0.0023,0.0098,0.048423593117895,18.2138,36.4611,0.0246,2.5505
568,1986-03-05,PFE.US,49.9704,50.9172,49.26,0.7573,18230399.0,16700351.5162,0.7616,0.7229,0.7168,0.7066,0.7305,55.0747,0.0011,0.0015,0.0328103283781652,7.7889,20.9095,0.0157,1.3609
572,1986-03-06,ABT.US,73.2491,74.3754,73.1244,0.9063,6985952.0,8413937.62,0.8515,0.8285,0.7867,0.7334,0.8354,74.6499,0.0008,0.003,0.0276130852420892,53.4516,21.3581,0.0166,1.3966
580,1986-03-06,MRK.US,147.5014,147.9994,146.7506,1.219,6930634.0,6962702.46,1.237,1.1624,1.0846,0.9968,1.1856,57.667,0.0022,0.0096,0.047879894828875,18.2138,35.1577,0.0223,2.4576
581,1986-03-06,PFE.US,50.3256,50.7984,49.0224,0.7627,26207999.0,16030175.5356,0.7632,0.7238,0.7179,0.7069,0.7321,56.6401,0.001,0.0015,0.0326402128724363,5.2571,19.7914,0.0149,1.3905
585,1986-03-07,ABT.US,73.8764,74.2507,73.1244,0.9094,11537514.0,8532983.96,0.8604,0.8308,0.789,0.7347,0.8385,75.2352,0.0009,0.003,0.0302397141549786,53.4516,23.6505,0.0194,1.3773
593,1986-03-07,MRK.US,147.9994,151.7496,147.9994,1.2458,7160774.0,7014314.36,1.2363,1.1655,1.0881,0.9987,1.1889,65.0804,0.0022,0.0095,0.0475662782027388,35.5442,35.1853,0.0224,2.5855
594,1986-03-07,PFE.US,51.1548,51.1548,50.2068,0.7752,13509600.0,15920015.5388,0.7659,0.7249,0.7191,0.7072,0.7341,60.1055,0.001,0.0015,0.03241018294266,8.7205,19.0007,0.0151,1.3589
598,1986-03-10,ABT.US,74.0013,74.3754,73.8764,0.9063,10279329.0,8674342.56,0.8694,0.833,0.7912,0.736,0.8415,73.4099,0.001,0.003,0.0316651934228376,54.0477,25.8218,0.0211,1.3145
606,1986-03-10,MRK.US,150.5008,150.9988,149.999,1.2469,3169152.0,7011597.94,1.2367,1.1686,1.0917,1.0006,1.1921,65.3486,0.0021,0.0094,0.046937679806739,35.5442,35.2109,0.0224,2.4722
607,1986-03-10,PFE.US,52.338,52.338,51.036,0.7932,11947200.0,16010015.5362,0.7695,0.7263,0.7205,0.7075,0.7368,64.5047,0.001,0.0015,0.032870624582716,19.2714,19.02,0.0165,1.3549
611,1986-03-11,ABT.US,74.0013,75.124,73.6234,0.9186,12585406.0,8817839.7,0.8802,0.8354,0.7935,0.7374,0.8449,75.9075,0.001,0.0031,0.0333803474555598,57.5611,28.0888,0.0232,1.3278
619,1986-03-11,MRK.US,151.3761,154.7489,150.9988,1.2686,6262848.0,7029481.02,1.2397,1.1717,1.0951,1.0026,1.196,70.2099,0.002,0.0094,0.0464459013065628,48.2593,36.143,0.0238,2.5724
620,1986-03-11,PFE.US,53.8776,54.2328,52.2204,0.8165,25857599.0,16323695.5272,0.7759,0.7281,0.7221,0.708,0.7403,69.234,0.0011,0.0016,0.0340944247977478,32.6894,19.9964,0.0192,1.4018
624,1986-03-12,ABT.US,74.9992,76.8739,73.7518,0.9063,10696348.0,8904379.96,0.8892,0.8373,0.7957,0.7386,0.8476,68.9345,0.0011,0.0031,0.0330718078505805,64.411,30.6833,0.0236,1.456
632,1986-03-12,MRK.US,154.3754,157.8766,154.2509,1.2851,10428019.0,7144023.22,1.2445,1.175,1.0987,1.0047,1.2005,73.2796,0.002,0.0095,0.0463768899444077,56.0471,37.5647,0.0259,2.7012
633,1986-03-12,PFE.US,52.9308,53.9964,52.9308,0.8021,11217600.0,16406687.5246,0.782,0.7296,0.7236,0.7085,0.7432,63.5945,0.0012,0.0016,0.0342229496238611,32.6894,20.903,0.02,1.3778
637,1986-03-13,ABT.US,74.0013,76.1255,74.0013,0.9278,6722197.0,8945939.26,0.8981,0.8392,0.798,0.74,0.8512,73.5145,0.0013,0.0032,0.0352286144455671,64.411,33.0924,0.0253,1.5037
645,1986-03-13,MRK.US,155.0017,156.8768,154.4999,1.281,10620432.0,7207557.18,1.2466,1.1781,1.1022,1.0067,1.2046,71.3132,0.0019,0.0095,0.0457028391998365,56.0471,38.8848,0.027,2.6781
646,1986-03-13,PFE.US,53.4036,53.4036,52.2204,0.8093,9223200.0,16477871.5224,0.788,0.7313,0.7253,0.7091,0.7463,65.1242,0.0013,0.0016,0.0356965109625737,23.746,21.1061,0.021,1.3639
650,1986-03-14,ABT.US,76.1255,77.7507,75.6265,0.94,13162817.0,9080169.34,0.9056,0.8415,0.8004,0.7415,0.8551,75.7034,0.0015,0.0033,0.0383141127822822,69.6819,35.7059,0.0274,1.548
658,1986-03-14,MRK.US,156.4995,162.0003,155.3752,1.3357,14604509.0,7326928.58,1.2557,1.1821,1.1064,1.0091,1.2108,79.2956,0.002,0.0097,0.0479219967567396,65.8207,40.8088,0.0319,2.9867
659,1986-03-14,PFE.US,53.9964,54.114,53.5224,0.8183,14136000.0,16581791.5194,0.7903,0.7333,0.727,0.7097,0.7497,66.9913,0.0013,0.0016,0.0372320409046718,28.9064,21.6633,0.0223,1.3172
663,1986-03-17,ABT.US,76.4998,77.7507,74.2507,0.9492,8233443.0,9172982.7,0.9137,0.8438,0.8029,0.7431,0.8594,77.2316,0.0018,0.0034,0.0413550885705299,49.4967,36.691,0.0294,1.6875
671,1986-03-17,MRK.US,160.876,161.374,159.3744,1.3181,7836106.0,7310856.46,1.2641,1.1854,1.1103,1.0113,1.2162,72.3224,0.002,0.0098,0.0474400567055829,65.8207,42.5954,0.034,2.9342
672,1986-03-17,PFE.US,54.114,54.114,53.4036,0.8201,10296000.0,16570223.5198,0.7933,0.7352,0.7288,0.7103,0.7531,67.3675,0.0013,0.0016,0.03725985947359,27.3542,22.0698,0.0231,1.2739
676,1986-03-18,ABT.US,77.5013,80.4987,76.9987,0.9829,8376014.0,9271926.6,0.9241,0.8468,0.8057,0.7447,0.8648,81.7577,0.0022,0.0036,0.0466154418328698,59.7866,38.3407,0.0334,1.8169
684,1986-03-18,MRK.US,158.7481,161.374,158.0011,1.3192,7813469.0,7316968.4,1.2733,1.1886,1.1143,1.0136,1.2214,72.4852,0.0021,0.0098,0.0474371608000085,55.0994,43.4885,0.0353,2.9656
685,1986-03-18,PFE.US,54.588,54.7068,53.9964,0.8273,10394400.0,16592687.5192,0.7982,0.7373,0.7305,0.7108,0.7567,68.8949,0.0014,0.0016,0.0378182996407972,31.7691,22.7626,0.0241,1.2336
689,1986-03-19,ABT.US,79.9998,80.2493,79.2514,0.9798,6497648.0,9208910.46,0.9327,0.8492,0.8086,0.7463,0.87,80.1788,0.0026,0.0038,0.0508040871953667,59.7866,39.8725,0.0358,1.7584
697,1986-03-19,MRK.US,160.2497,162.4983,159.0009,1.3326,4889549.0,7301877.2,1.2852,1.192,1.1185,1.0159,1.227,74.457,0.0024,0.0099,0.049045389582855,57.5209,44.4909,0.037,3.0036
698,1986-03-19,PFE.US,54.7068,55.2984,54.2328,0.8291,13032000.0,16636271.5178,0.8054,0.739,0.7324,0.7114,0.7603,69.282,0.0014,0.0017,0.0384640551421878,35.9523,23.7047,0.0247,1.2216
702,1986-03-20,ABT.US,79.9998,80.7484,79.9998,0.9829,7606133.0,9185885.32,0.9403,0.8525,0.8116,0.7479,0.8753,80.5826,0.003,0.0039,0.0544950067880379,61.4415,41.4132,0.0376,1.6863
710,1986-03-20,MRK.US,162.8755,167.999,162.8755,1.3719,9703642.0,7349263.58,1.3005,1.1966,1.123,1.0183,1.2341,79.1714,0.0028,0.0101,0.053648075687521,66.9205,46.093,0.041,3.2711
711,1986-03-20,PFE.US,55.8912,56.2464,55.062,0.847,20047199.0,16731215.515,0.8138,0.7411,0.7344,0.7121,0.7646,72.8945,0.0015,0.0017,0.0397295173309029,42.0803,25.0172,0.0264,1.2444
715,1986-03-21,ABT.US,80.4987,80.7484,78.7489,0.9645,16178182.0,9330879.48,0.9458,0.8557,0.8144,0.7493,0.8797,71.2972,0.0033,0.004,0.0566006655277955,45.3025,41.691,0.0371,1.7087
723,1986-03-21,MRK.US,166.2484,167.2482,161.2495,1.3326,17939664.0,7332135.06,1.3092,1.2009,1.1272,1.0205,1.2394,66.0442,0.0029,0.0101,0.0546554025517673,55.9363,46.7961,0.0406,3.466
724,1986-03-21,PFE.US,55.6536,57.1932,55.1808,0.8434,21763199.0,16672847.5168,0.8206,0.7436,0.7364,0.7129,0.7686,71.0839,0.0015,0.0018,0.0400197414863819,47.4846,26.622,0.0271,1.2992
728,1986-03-24,ABT.US,78.9983,81.5004,78.7489,0.9982,6846946.0,9357540.16,0.955,0.8593,0.8174,0.7509,0.8853,76.6126,0.0037,0.0042,0.0601262426668426,48.6273,42.1864,0.039,1.7832
736,1986-03-24,MRK.US,161.6268,161.7513,158.7481,1.3223,6934406.0,7242191.5,1.3167,1.2051,1.1312,1.0226,1.2442,63.0916,0.0028,0.0101,0.0543119080006988,40.6073,46.354,0.039,3.4329
737,1986-03-24,PFE.US,55.6536,55.8912,55.2984,0.8434,11455200.0,16630607.518,0.8256,0.7464,0.7383,0.7136,0.7725,71.0839,0.0015,0.0018,0.0399833224857955,47.4846,28.1122,0.0273,1.2488
741,1986-03-25,ABT.US,81.5004,81.7499,80.7484,0.9951,6650911.0,9385697.82,0.9627,0.8627,0.8202,0.7524,0.8906,75.2324,0.004,0.0044,0.0628361690550852,49.7194,42.7245,0.0397,1.7273
749,1986-03-25,MRK.US,160.6232,163.9998,160.0007,1.3316,10129968.0,7296067.08,1.323,1.2092,1.135,1.0247,1.2492,64.6292,0.0028,0.0101,0.054156217941501,45.7681,46.3122,0.038,3.4733
750,1986-03-25,PFE.US,55.1808,55.6536,54.9432,0.8362,6633600.0,16556735.5202,0.8276,0.7489,0.7401,0.7144,0.776,67.2116,0.0015,0.0018,0.0398064978825474,41.7307,29.085,0.0266,1.2103
754,1986-03-26,ABT.US,81.6251,84.2484,81.5004,1.0257,7452870.0,9441442.86,0.9746,0.8665,0.8234,0.7542,0.897,79.2132,0.0045,0.0047,0.0669312349992316,59.0964,43.8939,0.0423,1.818
762,1986-03-26,MRK.US,162.4983,167.501,162.4983,1.3843,8560483.0,7360204.68,1.3329,1.2144,1.1394,1.0272,1.256,71.7989,0.0031,0.0104,0.0567475386475909,52.6653,46.7659,0.041,3.6807
763,1986-03-26,PFE.US,56.4828,56.6016,55.2984,0.856,6288000.0,16508303.5216,0.833,0.7519,0.7421,0.7151,0.7802,71.7665,0.0016,0.0019,0.0406161558050849,47.6058,30.4079,0.0274,1.2253
